Mouse gene name,Mouse gene stable ID,Mouse homology type,Gene stable ID,Gene name
,,,ENSGALG00000010481,CMPK1
Gm23130,ENSMUSG00000077440,ortholog_one2one,ENSGALG00000024890,
,,,ENSGALG00000049619,
,,,ENSGALG00000052475,
,,,ENSGALG00000048119,
,,,ENSGALG00000048877,
,,,ENSGALG00000055063,
,,,ENSGALG00000053735,
,,,ENSGALG00000047278,
,,,ENSGALG00000052754,
,,,ENSGALG00000051934,
,,,ENSGALG00000051126,
,,,ENSGALG00000051814,
,,,ENSGALG00000047985,
,,,ENSGALG00000047040,
,,,ENSGALG00000053755,
,,,ENSGALG00000053880,
,,,ENSGALG00000053049,
,,,ENSGALG00000052742,
,,,ENSGALG00000050792,
,,,ENSGALG00000040227,
,,,ENSGALG00000051366,
,,,ENSGALG00000052322,
,,,ENSGALG00000047337,
,,,ENSGALG00000050698,
,,,ENSGALG00000051964,
,,,ENSGALG00000054008,
,,,ENSGALG00000043630,
,,,ENSGALG00000047731,
,,,ENSGALG00000036292,
,,,ENSGALG00000051860,
Clcn3,ENSMUSG00000004319,ortholog_one2one,ENSGALG00000009674,CLCN3
St6galnac1,ENSMUSG00000009588,ortholog_one2one,ENSGALG00000001862,ST6GALNAC1
,,,ENSGALG00000048465,
,,,ENSGALG00000053459,
Bdh1,ENSMUSG00000046598,ortholog_one2one,ENSGALG00000006947,BDH1A
Als2,ENSMUSG00000026024,ortholog_one2one,ENSGALG00000008415,ALS2
,,,ENSGALG00000047928,
,,,ENSGALG00000054204,
,,,ENSGALG00000050654,
,,,ENSGALG00000049340,
Ube2s,ENSMUSG00000060860,ortholog_one2many,ENSGALG00000052573,UBE2S
AC159819.1,ENSMUSG00000118653,ortholog_one2many,ENSGALG00000052573,UBE2S
,,,ENSGALG00000053976,gga-mir-1454
,,,ENSGALG00000054293,
,,,ENSGALG00000047326,
Asb8,ENSMUSG00000048175,ortholog_one2one,ENSGALG00000037396,ASB8
,,,ENSGALG00000051243,
,,,ENSGALG00000052963,
,,,ENSGALG00000047831,
,,,ENSGALG00000052446,
,,,ENSGALG00000051541,
,,,ENSGALG00000049430,
,,,ENSGALG00000051249,
,,,ENSGALG00000054177,
,,,ENSGALG00000055051,
,,,ENSGALG00000048782,
,,,ENSGALG00000047445,
,,,ENSGALG00000055126,
,,,ENSGALG00000040107,
,,,ENSGALG00000050245,
,,,ENSGALG00000047351,
,,,ENSGALG00000050911,
,,,ENSGALG00000052730,
,,,ENSGALG00000051875,
,,,ENSGALG00000048247,
,,,ENSGALG00000036163,ZNF710
Cym,ENSMUSG00000046213,ortholog_one2one,ENSGALG00000000437,PGA3
Snord100,ENSMUSG00000080486,ortholog_one2one,ENSGALG00000025337,
Cpm,ENSMUSG00000020183,ortholog_one2one,ENSGALG00000009945,CPM
Acss1,ENSMUSG00000027452,ortholog_one2one,ENSGALG00000008632,ACSS1
Bicc1,ENSMUSG00000014329,ortholog_one2one,ENSGALG00000036095,BICC1
Isoc2b,ENSMUSG00000052605,ortholog_one2many,ENSGALG00000044018,ISOC2
Isoc2a,ENSMUSG00000086784,ortholog_one2many,ENSGALG00000044018,ISOC2
,,,ENSGALG00000035856,CD48
Gm26326,ENSMUSG00000065004,ortholog_one2many,ENSGALG00000025541,
Gm23184,ENSMUSG00000084543,ortholog_one2many,ENSGALG00000025541,
Snora33,ENSMUSG00000070063,ortholog_one2many,ENSGALG00000025541,
Gm23722,ENSMUSG00000064936,ortholog_one2many,ENSGALG00000025541,
Gm22772,ENSMUSG00000077639,ortholog_one2many,ENSGALG00000025541,
Gm24894,ENSMUSG00000084693,ortholog_one2many,ENSGALG00000025541,
,,,ENSGALG00000054301,
,,,ENSGALG00000050037,
,,,ENSGALG00000047134,
,,,ENSGALG00000051945,
,,,ENSGALG00000033463,
,,,ENSGALG00000048533,
,,,ENSGALG00000055042,
,,,ENSGALG00000047671,
,,,ENSGALG00000051227,
,,,ENSGALG00000054931,
Pknox2,ENSMUSG00000035934,ortholog_one2one,ENSGALG00000043103,PKNOX2
,,,ENSGALG00000047362,
,,,ENSGALG00000049586,
,,,ENSGALG00000038377,
,,,ENSGALG00000052350,
,,,ENSGALG00000051470,
,,,ENSGALG00000054985,
Mxra7,ENSMUSG00000020814,ortholog_one2one,ENSGALG00000001805,
Deptor,ENSMUSG00000022419,ortholog_one2one,ENSGALG00000043787,DEPDC6
,,,ENSGALG00000053466,
,,,ENSGALG00000050561,
,,,ENSGALG00000054875,
,,,ENSGALG00000048538,
,,,ENSGALG00000047772,
,,,ENSGALG00000053367,
,,,ENSGALG00000052236,
,,,ENSGALG00000025282,
,,,ENSGALG00000048368,
,,,ENSGALG00000038391,
,,,ENSGALG00000037131,
Tctn1,ENSMUSG00000038593,ortholog_one2one,ENSGALG00000041861,TCTN1
,,,ENSGALG00000048909,
Vps4a,ENSMUSG00000031913,ortholog_one2one,ENSGALG00000040713,
,,,ENSGALG00000050565,
,,,ENSGALG00000046369,
,,,ENSGALG00000051439,
,,,ENSGALG00000052171,
,,,ENSGALG00000052491,
,,,ENSGALG00000048045,
,,,ENSGALG00000049910,
,,,ENSGALG00000054248,
,,,ENSGALG00000051851,
,,,ENSGALG00000054549,
,,,ENSGALG00000051059,
,,,ENSGALG00000048360,
,,,ENSGALG00000040937,
,,,ENSGALG00000047016,
,,,ENSGALG00000051936,
,,,ENSGALG00000054092,
,,,ENSGALG00000048503,
,,,ENSGALG00000049541,
,,,ENSGALG00000053485,
,,,ENSGALG00000052263,
,,,ENSGALG00000039899,
,,,ENSGALG00000048796,
,,,ENSGALG00000043096,
,,,ENSGALG00000050276,
,,,ENSGALG00000050424,
,,,ENSGALG00000051241,
,,,ENSGALG00000053987,
,,,ENSGALG00000054792,
,,,ENSGALG00000049251,
,,,ENSGALG00000047238,
,,,ENSGALG00000054295,
,,,ENSGALG00000049271,
,,,ENSGALG00000054651,
,,,ENSGALG00000051710,
,,,ENSGALG00000048918,
,,,ENSGALG00000048434,
,,,ENSGALG00000049717,
,,,ENSGALG00000054255,
,,,ENSGALG00000033579,
,,,ENSGALG00000054842,
,,,ENSGALG00000047698,
,,,ENSGALG00000052714,
,,,ENSGALG00000047175,
,,,ENSGALG00000029254,
,,,ENSGALG00000042692,
,,,ENSGALG00000049128,
Slamf1,ENSMUSG00000015316,ortholog_one2one,ENSGALG00000046393,
Gimap7,ENSMUSG00000043931,ortholog_one2many,ENSGALG00000045021,
,,,ENSGALG00000053117,
,,,ENSGALG00000054916,
,,,ENSGALG00000050740,
,,,ENSGALG00000050388,
,,,ENSGALG00000054410,
,,,ENSGALG00000049922,
,,,ENSGALG00000051760,
,,,ENSGALG00000045264,
,,,ENSGALG00000047678,
,,,ENSGALG00000050501,
,,,ENSGALG00000051257,
,,,ENSGALG00000047824,
,,,ENSGALG00000039656,
,,,ENSGALG00000052704,
,,,ENSGALG00000050769,
Il17ra,ENSMUSG00000002897,ortholog_one2one,ENSGALG00000033887,IL17RA
Stil,ENSMUSG00000028718,ortholog_one2one,ENSGALG00000010478,STIL
,,,ENSGALG00000052090,
,,,ENSGALG00000051332,
,,,ENSGALG00000052247,
,,,ENSGALG00000052711,
,,,ENSGALG00000049817,
,,,ENSGALG00000054238,
,,,ENSGALG00000052551,
,,,ENSGALG00000047583,
,,,ENSGALG00000051345,
,,,ENSGALG00000039923,
,,,ENSGALG00000049148,
,,,ENSGALG00000015461,
Fgf14,ENSMUSG00000025551,ortholog_one2one,ENSGALG00000016866,FGF14
,,,ENSGALG00000053180,
Jmjd6,ENSMUSG00000056962,ortholog_one2one,ENSGALG00000001802,JMJD6
,,,ENSGALG00000054826,
,,,ENSGALG00000054929,
,,,ENSGALG00000029474,
,,,ENSGALG00000053802,
Ccdc73,ENSMUSG00000045106,ortholog_one2one,ENSGALG00000012103,
Pptc7,ENSMUSG00000038582,ortholog_one2one,ENSGALG00000004550,PPTC7
Rasip1,ENSMUSG00000044562,ortholog_one2one,ENSGALG00000051401,RASIP1
Ccdc130,ENSMUSG00000004994,ortholog_one2one,ENSGALG00000051187,CCDC130
,,,ENSGALG00000048745,
,,,ENSGALG00000053212,
,,,ENSGALG00000054725,
,,,ENSGALG00000046523,
,,,ENSGALG00000050517,
,,,ENSGALG00000053355,
,,,ENSGALG00000042656,
,,,ENSGALG00000031651,
,,,ENSGALG00000047099,
,,,ENSGALG00000048147,
,,,ENSGALG00000053221,
,,,ENSGALG00000046900,
,,,ENSGALG00000047428,
,,,ENSGALG00000052378,
,,,ENSGALG00000052018,
,,,ENSGALG00000032841,
,,,ENSGALG00000050364,
,,,ENSGALG00000051191,
,,,ENSGALG00000048253,
,,,ENSGALG00000047465,
,,,ENSGALG00000050827,
,,,ENSGALG00000047900,
,,,ENSGALG00000054724,
,,,ENSGALG00000050667,
,,,ENSGALG00000047906,
,,,ENSGALG00000047370,
,,,ENSGALG00000054806,
,,,ENSGALG00000049725,
,,,ENSGALG00000049839,
,,,ENSGALG00000046486,
,,,ENSGALG00000053368,
,,,ENSGALG00000006083,
Sh3gl3,ENSMUSG00000030638,ortholog_one2one,ENSGALG00000006045,SH3GL3
Bnc1,ENSMUSG00000025105,ortholog_one2one,ENSGALG00000006041,BNC1
,,,ENSGALG00000047217,
,,,ENSGALG00000047005,
Sntb2,ENSMUSG00000041308,ortholog_one2one,ENSGALG00000027482,SNTB2
Il11,ENSMUSG00000004371,ortholog_one2one,ENSGALG00000054976,IL11
Pcdhac2,ENSMUSG00000102697,ortholog_one2one,ENSGALG00000052653,PCDHAC1
Lamtor5,ENSMUSG00000087260,ortholog_one2one,ENSGALG00000000419,LAMTOR5
Chrdl2,ENSMUSG00000030732,ortholog_one2one,ENSGALG00000017308,CHRDL2
,,,ENSGALG00000047821,
Hdgfl3,ENSMUSG00000025104,ortholog_one2one,ENSGALG00000049798,HDGFL3
Tm6sf1,ENSMUSG00000038623,ortholog_one2one,ENSGALG00000006027,TM6SF1
Btbd1,ENSMUSG00000025103,ortholog_one2one,ENSGALG00000006020,BTBD1
,,,ENSGALG00000026607,
Ramac,ENSMUSG00000038646,ortholog_one2many,ENSGALG00000006010,FAM103A1
Gm10767,ENSMUSG00000074826,ortholog_one2many,ENSGALG00000006010,FAM103A1
Homer2,ENSMUSG00000025813,ortholog_one2one,ENSGALG00000006008,HOMER2
Whamm,ENSMUSG00000045795,ortholog_one2one,ENSGALG00000006002,WHAMM
,,,ENSGALG00000005996,
,,,ENSGALG00000029828,gga-mir-3540
Gimap7,ENSMUSG00000043931,ortholog_one2many,ENSGALG00000044935,
Mri1,ENSMUSG00000004996,ortholog_one2one,ENSGALG00000034575,MRI1
Mir1839,ENSMUSG00000093107,ortholog_one2one,ENSGALG00000025614,
Pde8a,ENSMUSG00000025584,ortholog_one2one,ENSGALG00000005992,PDE8A
Gatm,ENSMUSG00000027199,ortholog_one2one,ENSGALG00000023435,GATM
Hdc,ENSMUSG00000027360,ortholog_one2one,ENSGALG00000023436,HDC
Gabpb1,ENSMUSG00000027361,ortholog_one2one,ENSGALG00000023440,GABPB1
,,,ENSGALG00000049711,
Usp8,ENSMUSG00000027363,ortholog_one2one,ENSGALG00000005894,USP8
Usp50,ENSMUSG00000027364,ortholog_one2one,ENSGALG00000048303,
Trpm7,ENSMUSG00000027365,ortholog_one2one,ENSGALG00000023451,TRPM7
,,,ENSGALG00000026117,gga-mir-6596
Sppl2a,ENSMUSG00000027366,ortholog_one2one,ENSGALG00000031348,SPPL2A
,,,ENSGALG00000048239,
Morn4,ENSMUSG00000049670,ortholog_one2one,ENSGALG00000006149,MORN4
Pi4k2a,ENSMUSG00000025178,ortholog_one2one,ENSGALG00000006143,
,,,ENSGALG00000030120,ITGB1BP3
,,,ENSGALG00000032206,
Zfyve27,ENSMUSG00000018820,ortholog_one2one,ENSGALG00000007531,ZFYVE27
Sqor,ENSMUSG00000005803,ortholog_one2one,ENSGALG00000033780,
Sfrp5,ENSMUSG00000018822,ortholog_one2one,ENSGALG00000007515,SFRP5
Golga7b,ENSMUSG00000042532,ortholog_one2one,ENSGALG00000031372,GOLGA7B
Bloc1s6,ENSMUSG00000005804,ortholog_one2one,ENSGALG00000049204,BLOC1S6
Crtac1,ENSMUSG00000042401,ortholog_one2one,ENSGALG00000017378,CRTAC1
Slc30a4,ENSMUSG00000005802,ortholog_one2one,ENSGALG00000005703,SLC30A4
Mir147,ENSMUSG00000076309,ortholog_one2one,ENSGALG00000021910,gga-mir-147
R3hcc1l,ENSMUSG00000025184,ortholog_one2one,ENSGALG00000045403,R3HCC1L
AA467197,ENSMUSG00000033213,ortholog_one2one,ENSGALG00000052643,C15orf48
Loxl4,ENSMUSG00000025185,ortholog_one2one,ENSGALG00000013090,LOXL4
,,,ENSGALG00000005682,
Dtwd1,ENSMUSG00000023330,ortholog_one2one,ENSGALG00000005673,DTWD1
Fgf7,ENSMUSG00000027208,ortholog_one2one,ENSGALG00000028158,FGF7
Pyroxd2,ENSMUSG00000060224,ortholog_one2one,ENSGALG00000007014,PYROXD2
Galk2,ENSMUSG00000027207,ortholog_one2one,ENSGALG00000036201,GALK2
Cops2,ENSMUSG00000027206,ortholog_one2one,ENSGALG00000000404,COPS2
Secisbp2l,ENSMUSG00000035093,ortholog_one2one,ENSGALG00000041362,SECISBP2L
Hps1,ENSMUSG00000025188,ortholog_one2one,ENSGALG00000017419,HPS1
Shc4,ENSMUSG00000035109,ortholog_one2many,ENSGALG00000048077,
,,,ENSGALG00000007508,
Arl5a,ENSMUSG00000036093,ortholog_one2one,ENSGALG00000051669,ARL5A
Cnnm1,ENSMUSG00000025189,ortholog_one2one,ENSGALG00000007489,CNNM1
Shc4,ENSMUSG00000035109,ortholog_one2many,ENSGALG00000005011,
Neb,ENSMUSG00000026950,ortholog_one2many,ENSGALG00000053408,
Cep152,ENSMUSG00000068394,ortholog_one2many,ENSGALG00000048828,
Neb,ENSMUSG00000026950,ortholog_one2many,ENSGALG00000050717,
Got1,ENSMUSG00000025190,ortholog_one2one,ENSGALG00000007484,GOT1
Nkx2-3,ENSMUSG00000044220,ortholog_one2one,ENSGALG00000030932,NKX2-3
Slc25a28,ENSMUSG00000040414,ortholog_one2one,ENSGALG00000007479,SLC25A28
Kif3c,ENSMUSG00000020668,ortholog_one2one,ENSGALG00000026973,KIF3C
Mettl23,ENSMUSG00000090266,ortholog_one2one,ENSGALG00000001790,METTL23
Cep152,ENSMUSG00000068394,ortholog_one2many,ENSGALG00000052770,
Entpd7,ENSMUSG00000025192,ortholog_one2one,ENSGALG00000023691,ENTPD7
Atp6v0e2,ENSMUSG00000039347,ortholog_one2one,ENSGALG00000020754,ATP6V0E2
Cox15,ENSMUSG00000040018,ortholog_one2one,ENSGALG00000007465,COX15
Cps1,ENSMUSG00000025991,ortholog_one2one,ENSGALG00000002944,CPS1
Cutc,ENSMUSG00000025193,ortholog_one2one,ENSGALG00000037283,CUTC
Neb,ENSMUSG00000026950,ortholog_one2many,ENSGALG00000040995,
Fbn1,ENSMUSG00000027204,ortholog_one2one,ENSGALG00000004960,FBN1
Lancl1,ENSMUSG00000026000,ortholog_one2one,ENSGALG00000002921,LANCL1
Abcc10,ENSMUSG00000032842,ortholog_many2many,ENSGALG00000007395,
Myl1,ENSMUSG00000061816,ortholog_one2one,ENSGALG00000002907,MYL1
Dnmbp,ENSMUSG00000025195,ortholog_one2one,ENSGALG00000007304,DNMBP
Dut,ENSMUSG00000027203,ortholog_one2one,ENSGALG00000038032,DUT
Acadl,ENSMUSG00000026003,ortholog_one2one,ENSGALG00000002891,ACADL
Neb,ENSMUSG00000026950,ortholog_one2many,ENSGALG00000053046,
Cpn1,ENSMUSG00000025196,ortholog_one2one,ENSGALG00000007090,CPN1
Slc12a1,ENSMUSG00000027202,ortholog_one2one,ENSGALG00000004945,SLC12A1
Rif1,ENSMUSG00000036202,ortholog_one2one,ENSGALG00000012484,RIF1
Kansl1l,ENSMUSG00000026004,ortholog_one2one,ENSGALG00000002866,KANSL1L
Ctxn2,ENSMUSG00000074872,ortholog_one2one,ENSGALG00000038266,CTXN2
,,,ENSGALG00000026105,
Tnfaip6,ENSMUSG00000053475,ortholog_one2one,ENSGALG00000012481,TNFAIP6
Rpe,ENSMUSG00000026005,ortholog_one2one,ENSGALG00000051397,
Entpd1,ENSMUSG00000048120,ortholog_one2one,ENSGALG00000007078,ENTPD1
Irak2,ENSMUSG00000060477,ortholog_one2one,ENSGALG00000008407,IRAK2
Plekhh1,ENSMUSG00000060716,ortholog_one2one,ENSGALG00000009507,PLEKHH1
,,,ENSGALG00000045908,
,,,ENSGALG00000052856,
Pdgfa,ENSMUSG00000025856,ortholog_one2one,ENSGALG00000003642,PDGFA
,,,ENSGALG00000052980,
,,,ENSGALG00000049898,gga-mir-12288
Nmi,ENSMUSG00000026946,ortholog_one2one,ENSGALG00000012480,NMI
Myef2,ENSMUSG00000027201,ortholog_one2many,ENSGALG00000032546,MYEF2
Gm9833,ENSMUSG00000049230,ortholog_one2many,ENSGALG00000032546,MYEF2
Rbm43,ENSMUSG00000036249,ortholog_one2one,ENSGALG00000051954,RBM43
Rnd3,ENSMUSG00000017144,ortholog_one2one,ENSGALG00000026313,RND3
,,,ENSGALG00000054722,gga-mir-1c
Prok1,ENSMUSG00000070368,ortholog_one2one,ENSGALG00000047297,PROK1
Apmap,ENSMUSG00000033096,ortholog_one2one,ENSGALG00000008651,APMAP
Pcdhgb4,ENSMUSG00000103585,ortholog_many2many,ENSGALG00000052992,
Pcdhgb5,ENSMUSG00000103749,ortholog_many2many,ENSGALG00000052992,
Sh2b1,ENSMUSG00000030733,ortholog_one2one,ENSGALG00000046986,
,,,ENSGALG00000048899,
,,,ENSGALG00000052814,
Slc24a5,ENSMUSG00000035183,ortholog_one2one,ENSGALG00000004885,SLC24A5
,,,ENSGALG00000031689,
Mmadhc,ENSMUSG00000026766,ortholog_one2one,ENSGALG00000012473,MMADHC
,,,ENSGALG00000025506,gga-mir-1744
Lypd6,ENSMUSG00000050447,ortholog_one2one,ENSGALG00000012470,LYPD6
Adgra1,ENSMUSG00000025475,ortholog_one2one,ENSGALG00000007045,ADGRA1
Lypd6b,ENSMUSG00000026765,ortholog_one2one,ENSGALG00000028759,LYPD6B
Unc80,ENSMUSG00000055567,ortholog_one2one,ENSGALG00000041563,UNC80
Tal1,ENSMUSG00000028717,ortholog_one2one,ENSGALG00000023296,TAL1
Pcdhgb4,ENSMUSG00000103585,ortholog_many2many,ENSGALG00000048086,
Pcdhgb5,ENSMUSG00000103749,ortholog_many2many,ENSGALG00000048086,
Kif5c,ENSMUSG00000026764,ortholog_one2one,ENSGALG00000012462,KIF5C
,,,ENSGALG00000036547,
Sema6d,ENSMUSG00000027200,ortholog_one2one,ENSGALG00000030542,SEMA6D
Epc2,ENSMUSG00000069495,ortholog_one2one,ENSGALG00000012453,EPC2
Mbd5,ENSMUSG00000036792,ortholog_one2one,ENSGALG00000012449,MBD5
Aup1,ENSMUSG00000068328,ortholog_one2one,ENSGALG00000030148,AUP1
Htra2,ENSMUSG00000068329,ortholog_one2one,ENSGALG00000030931,HTRA2
Kndc1,ENSMUSG00000066129,ortholog_one2one,ENSGALG00000007007,
Loxl3,ENSMUSG00000000693,ortholog_one2one,ENSGALG00000036142,LOXL3
,,,ENSGALG00000039924,
,,,ENSGALG00000044344,
Orc4,ENSMUSG00000026761,ortholog_one2one,ENSGALG00000012448,ORC4
Gldn,ENSMUSG00000046167,ortholog_one2one,ENSGALG00000013293,GLDN
,,,ENSGALG00000048102,
Dok1,ENSMUSG00000068335,ortholog_one2one,ENSGALG00000035718,DOK1
Mir202,ENSMUSG00000065502,ortholog_one2one,ENSGALG00000021772,gga-mir-202
M1ap,ENSMUSG00000030041,ortholog_one2one,ENSGALG00000046984,M1AP
,,,ENSGALG00000006989,
Cyp19a1,ENSMUSG00000032274,ortholog_one2one,ENSGALG00000013294,CYP19A1
Acvr2a,ENSMUSG00000052155,ortholog_one2one,ENSGALG00000012444,ACVR2A
Aoc1,ENSMUSG00000029811,ortholog_one2many,ENSGALG00000036190,AOC1
Doxl1,ENSMUSG00000029813,ortholog_one2many,ENSGALG00000036190,AOC1
Doxl2,ENSMUSG00000068536,ortholog_one2many,ENSGALG00000036190,AOC1
Svs1,ENSMUSG00000039215,ortholog_one2many,ENSGALG00000036190,AOC1
Rps12,ENSMUSG00000061983,ortholog_one2one,ENSGALG00000013990,RPS12
,,,ENSGALG00000053302,
,,,ENSGALG00000017938,U1
Pcdhgb4,ENSMUSG00000103585,ortholog_many2many,ENSGALG00000052053,
Pcdhgb5,ENSMUSG00000103749,ortholog_many2many,ENSGALG00000052053,
Mdm2,ENSMUSG00000020184,ortholog_one2one,ENSGALG00000009942,MDM2
,,,ENSGALG00000046490,
Phyhipl,ENSMUSG00000037747,ortholog_one2one,ENSGALG00000029863,PHYHIPL
,,,ENSGALG00000028053,
Map2,ENSMUSG00000015222,ortholog_one2one,ENSGALG00000002789,MAP2
Nek10,ENSMUSG00000042567,ortholog_one2one,ENSGALG00000011322,NEK10
Vhl,ENSMUSG00000033933,ortholog_one2one,ENSGALG00000028009,
,,,ENSGALG00000047304,
Dlg1,ENSMUSG00000022770,ortholog_one2one,ENSGALG00000006908,DLG1
Utp4,ENSMUSG00000041438,ortholog_one2one,ENSGALG00000000638,UTP4
Gm5294,ENSMUSG00000094504,ortholog_one2one,ENSGALG00000052931,FOXL3
,,,ENSGALG00000050090,
,,,ENSGALG00000053921,
Gm27761,ENSMUSG00000098566,ortholog_one2one,ENSGALG00000039152,
,,,ENSGALG00000035876,gga-mir-7473
Dntt,ENSMUSG00000025014,ortholog_one2one,ENSGALG00000006983,DNTT
Tnfaip8l3,ENSMUSG00000074345,ortholog_one2one,ENSGALG00000047289,TNFAIP8L3
Ap4e1,ENSMUSG00000001998,ortholog_one2one,ENSGALG00000038286,AP4E1
Zeb2,ENSMUSG00000026872,ortholog_one2one,ENSGALG00000040465,ZEB2
Frzb,ENSMUSG00000027004,ortholog_one2one,ENSGALG00000002763,FRZB
Scg3,ENSMUSG00000032181,ortholog_one2one,ENSGALG00000043583,SCG3
Lysmd2,ENSMUSG00000032184,ortholog_one2one,ENSGALG00000018976,LYSMD2
Tubgcp5,ENSMUSG00000033790,ortholog_one2one,ENSGALG00000016735,TUBGCP5
Tmod2,ENSMUSG00000032186,ortholog_one2one,ENSGALG00000004740,TMOD2
Nckap1,ENSMUSG00000027002,ortholog_one2one,ENSGALG00000002750,NCKAP1
Chst7,ENSMUSG00000037347,ortholog_one2one,ENSGALG00000031375,CHST7
Gtdc1,ENSMUSG00000036890,ortholog_one2one,ENSGALG00000012424,GTDC1
Tmod3,ENSMUSG00000058587,ortholog_one2one,ENSGALG00000004710,TMOD3
Slc9a7,ENSMUSG00000037341,ortholog_one2one,ENSGALG00000016734,SLC9A7
Blnk,ENSMUSG00000061132,ortholog_one2one,ENSGALG00000006973,SH2D6
Leo1,ENSMUSG00000042487,ortholog_one2one,ENSGALG00000004696,LEO1
Dusp19,ENSMUSG00000027001,ortholog_one2one,ENSGALG00000043268,DUSP19
Dysf,ENSMUSG00000033788,ortholog_one2one,ENSGALG00000016105,DYSF
Rp2,ENSMUSG00000060090,ortholog_one2one,ENSGALG00000016728,RP2
Dscc1,ENSMUSG00000022422,ortholog_one2one,ENSGALG00000043799,DSCC1
Pfdn5,ENSMUSG00000001289,ortholog_one2one,ENSGALG00000041924,PFDN5
Nup35,ENSMUSG00000026999,ortholog_one2one,ENSGALG00000002689,NUP35
Jade3,ENSMUSG00000037315,ortholog_one2one,ENSGALG00000016727,JADE3
Zfp804a,ENSMUSG00000070866,ortholog_one2one,ENSGALG00000023886,ZNF804A
Mapk6,ENSMUSG00000042688,ortholog_one2one,ENSGALG00000031448,MAPK4
Zc3h15,ENSMUSG00000027091,ortholog_one2one,ENSGALG00000041857,ZC3H15
,,,ENSGALG00000025510,gga-mir-1559
Rgn,ENSMUSG00000023070,ortholog_one2one,ENSGALG00000016724,RGN
,,,ENSGALG00000030871,BCL2L10
Arhgap15,ENSMUSG00000049744,ortholog_one2one,ENSGALG00000012421,ARHGAP15
Gnb5,ENSMUSG00000032192,ortholog_one2one,ENSGALG00000039307,GNB5
,,,ENSGALG00000016722,
Zfp518a,ENSMUSG00000049164,ortholog_one2one,ENSGALG00000006966,ZNF518A
Myo5c,ENSMUSG00000033590,ortholog_one2one,ENSGALG00000033198,MYO5C
,,,ENSGALG00000001994,
Ccnj,ENSMUSG00000025010,ortholog_one2one,ENSGALG00000006955,CCNJ
Plcxd1,ENSMUSG00000064247,ortholog_one2one,ENSGALG00000016721,PLCXD1
Capn15,ENSMUSG00000037326,ortholog_one2one,ENSGALG00000002018,CAPN15
,,,ENSGALG00000053684,
Cyp26b1,ENSMUSG00000063415,ortholog_one2one,ENSGALG00000016102,CYP26B1
,,,ENSGALG00000049939,gga-mir-12276
Ndufb6,ENSMUSG00000071014,ortholog_one2one,ENSGALG00000002033,NDUFB6
Itgav,ENSMUSG00000027087,ortholog_one2one,ENSGALG00000002655,ITGAV
Gtpbp6,ENSMUSG00000033434,ortholog_one2one,ENSGALG00000016717,GTPBP6
Kynu,ENSMUSG00000026866,ortholog_one2one,ENSGALG00000012418,KYNU
Eef2kmt,ENSMUSG00000022544,ortholog_one2one,ENSGALG00000002044,EEF2KMT
Exoc6b,ENSMUSG00000033769,ortholog_one2one,ENSGALG00000016098,EXOC6B
,,,ENSGALG00000020775,
Alg1,ENSMUSG00000039427,ortholog_one2one,ENSGALG00000002067,
Myo5a,ENSMUSG00000034593,ortholog_one2one,ENSGALG00000031987,MYO5A
Gm27348,ENSMUSG00000098953,ortholog_one2one,ENSGALG00000026599,
,,,ENSGALG00000052728,
Fam171b,ENSMUSG00000048388,ortholog_one2one,ENSGALG00000002646,FAM171B
Spr,ENSMUSG00000033735,ortholog_one2one,ENSGALG00000000067,SPR
AU021092,ENSMUSG00000051669,ortholog_one2one,ENSGALG00000049514,C16orf89
,,,ENSGALG00000025182,gga-mir-1812
Emx1,ENSMUSG00000033726,ortholog_one2one,ENSGALG00000030516,EMX1
,,,ENSGALG00000016716,STAG3
Arpp19,ENSMUSG00000007656,ortholog_one2one,ENSGALG00000017370,ARPP19
9030025P20Rik,ENSMUSG00000116953,ortholog_one2many,ENSGALG00000011186,ERMARD
Ermard,ENSMUSG00000036552,ortholog_one2many,ENSGALG00000011186,ERMARD
Gm3435,ENSMUSG00000116895,ortholog_one2many,ENSGALG00000011186,ERMARD
Btaf1,ENSMUSG00000040565,ortholog_one2one,ENSGALG00000030598,BTAF1
Nagpa,ENSMUSG00000023143,ortholog_one2one,ENSGALG00000046787,NAGPA
Fam214a,ENSMUSG00000034858,ortholog_one2one,ENSGALG00000042839,FAM214A
Sfxn5,ENSMUSG00000033720,ortholog_one2one,ENSGALG00000016094,SFXN5
Sec14l5,ENSMUSG00000091712,ortholog_one2one,ENSGALG00000045758,SEC14L5
Cpeb3,ENSMUSG00000039652,ortholog_one2one,ENSGALG00000006912,CPEB3
Dll1,ENSMUSG00000014773,ortholog_one2one,ENSGALG00000011182,DLL1
Onecut1,ENSMUSG00000043013,ortholog_one2one,ENSGALG00000038618,ONECUT1
,,,ENSGALG00000016702,
Calcrl,ENSMUSG00000059588,ortholog_one2one,ENSGALG00000002632,CALCRL
,,,ENSGALG00000002111,
Rab11fip5,ENSMUSG00000051343,ortholog_one2one,ENSGALG00000047393,
Wdr72,ENSMUSG00000044976,ortholog_one2one,ENSGALG00000004545,WDR72
,,,ENSGALG00000016698,SHOX
,,,ENSGALG00000010588,GNOT2
Marchf5,ENSMUSG00000023307,ortholog_one2one,ENSGALG00000032234,MARCH5
,,,ENSGALG00000050054,
,,,ENSGALG00000035981,NOTO
,,,ENSGALG00000054678,
,,,ENSGALG00000027776,
